date,denomination,value
2023-04-01,coin_20,1251.0309226
2023-05-01,coin_20,1255.3756128
2023-06-01,coin_20,1258.7232798
2023-07-01,coin_20,1262.1686241999998
2023-08-01,coin_20,1265.6071908
2023-09-01,coin_20,1268.1630392
2023-10-01,coin_20,1271.2968678
2023-11-01,coin_20,1274.2765588
2023-12-01,coin_20,1276.3605588
2024-01-01,coin_20,1279.6905588
2024-02-01,coin_20,1282.5365588
2024-03-01,coin_20,1284.7265588
2024-04-01,coin_20,1287.9325588
2024-05-01,coin_20,1290.1785588
2024-06-01,coin_20,1293.2495588
2024-07-01,coin_20,1296.741161
2024-08-01,coin_20,1299.795161
2020-01-01,coin_50,1281.8
2020-02-01,coin_50,1286.7
2020-03-01,coin_50,1291.1
2020-04-01,coin_50,1294.9
2020-05-01,coin_50,1298.8
2020-06-01,coin_50,1303.1
2020-07-01,coin_50,1308.0
2020-08-01,coin_50,1313.2
2020-09-01,coin_50,1319.2
2020-10-01,coin_50,1323.6
2020-11-01,coin_50,1328.3
2020-12-01,coin_50,1333.5466405
2021-01-01,coin_50,1337.9177575
2021-02-01,coin_50,1342.874459
2021-03-01,coin_50,1349.706638
2021-04-01,coin_50,1357.1732305
2021-05-01,coin_50,1362.0547395
2021-06-01,coin_50,1366.20661
2021-07-01,coin_50,1370.175652
2021-08-01,coin_50,1374.7030405
2021-09-01,coin_50,1379.699779
2021-10-01,coin_50,1385.7318465
2021-11-01,coin_50,1392.1420785
2021-12-01,coin_50,1398.6281025
2022-01-01,coin_50,1404.3836055
2022-02-01,coin_50,1408.796657
2022-03-01,coin_50,1415.0868085
2022-04-01,coin_50,1420.777242
2022-05-01,coin_50,1427.4663295
2022-06-01,coin_50,1434.7308525
2022-07-01,coin_50,1440.827657
2022-08-01,coin_50,1446.82157
2022-09-01,coin_50,1452.426456
2022-10-01,coin_50,1457.956932
2022-11-01,coin_50,1463.7851185
2022-12-01,coin_50,1469.0536905
2023-01-01,coin_50,1474.1722865
2023-02-01,coin_50,1478.409759
2023-03-01,coin_50,1484.356679
2023-04-01,coin_50,1488.65738
2023-05-01,coin_50,1494.272898
2023-06-01,coin_50,1498.6640965
2023-07-01,coin_50,1503.504934
2023-08-01,coin_50,1508.314418
2023-09-01,coin_50,1511.9711675
2023-10-01,coin_50,1516.110864
2023-11-01,coin_50,1520.4180915000002
2023-12-01,coin_50,1524.2105915000002
2024-01-01,coin_50,1529.0955915000002
2024-02-01,coin_50,1532.9130915000003
2024-03-01,coin_50,1537.1770915000002
2024-04-01,coin_50,1542.0510915000002
2024-05-01,coin_50,1546.2800915000005
2024-06-01,coin_50,1550.4360915000002
2024-07-01,coin_50,1555.451409
2024-08-01,coin_50,1559.365909
2020-01-01,coin_rm1,32.3
2020-02-01,coin_rm1,32.3
2020-03-01,coin_rm1,32.3
2020-04-01,coin_rm1,32.3
2020-05-01,coin_rm1,32.3
2020-06-01,coin_rm1,32.3
2020-07-01,coin_rm1,32.3
2020-08-01,coin_rm1,32.3
2020-09-01,coin_rm1,32.3
2020-10-01,coin_rm1,32.3
2020-11-01,coin_rm1,32.3
2020-12-01,coin_rm1,32.329219
2021-01-01,coin_rm1,32.333585
2021-02-01,coin_rm1,32.33361
2021-03-01,coin_rm1,32.336572
2021-04-01,coin_rm1,32.336572
2021-05-01,coin_rm1,32.347375
2021-06-01,coin_rm1,32.347218
2021-07-01,coin_rm1,32.34709
2021-08-01,coin_rm1,32.343948
2021-09-01,coin_rm1,32.342347
2021-10-01,coin_rm1,32.341888
2021-11-01,coin_rm1,32.347497
2021-12-01,coin_rm1,32.348698
2022-01-01,coin_rm1,32.357367
2022-02-01,coin_rm1,32.358203
2022-03-01,coin_rm1,32.360566
2022-04-01,coin_rm1,32.351113
2022-05-01,coin_rm1,32.350269
2022-06-01,coin_rm1,32.355819
2022-07-01,coin_rm1,32.359553
2022-08-01,coin_rm1,32.359563
2022-09-01,coin_rm1,32.359288
2022-10-01,coin_rm1,32.359574
2022-11-01,coin_rm1,32.362686
2022-12-01,coin_rm1,32.367846
2023-01-01,coin_rm1,32.373045
2023-02-01,coin_rm1,32.377676
2023-03-01,coin_rm1,32.376395
2023-04-01,coin_rm1,32.375948
2023-05-01,coin_rm1,32.373624
2023-06-01,coin_rm1,32.371548
2023-07-01,coin_rm1,32.371394
2023-08-01,coin_rm1,32.371119
2023-09-01,coin_rm1,32.371356
2023-10-01,coin_rm1,32.370851
2023-11-01,coin_rm1,32.369655
2023-12-01,coin_rm1,32.369445
2024-01-01,coin_rm1,32.369316
2024-02-01,coin_rm1,32.373316
2024-03-01,coin_rm1,32.373144
2024-04-01,coin_rm1,32.372219
2024-05-01,coin_rm1,32.371573
2024-06-01,coin_rm1,32.370598
2024-07-01,coin_rm1,32.369539
2024-08-01,coin_rm1,32.369332
2020-01-01,coin_rm5,9.7
2020-02-01,coin_rm5,9.7
2020-03-01,coin_rm5,9.7
2020-04-01,coin_rm5,9.7
2020-05-01,coin_rm5,9.7
2020-06-01,coin_rm5,9.7
2020-07-01,coin_rm5,9.7
2020-08-01,coin_rm5,9.7
2020-09-01,coin_rm5,9.7
2020-10-01,coin_rm5,9.7
2020-11-01,coin_rm5,9.7
2020-12-01,coin_rm5,9.716275
2021-01-01,coin_rm5,9.716275
2021-02-01,coin_rm5,9.716275
2021-03-01,coin_rm5,9.716275
2021-04-01,coin_rm5,9.716275
2021-05-01,coin_rm5,9.716275
2021-06-01,coin_rm5,9.716275
2021-07-01,coin_rm5,9.716275
2021-08-01,coin_rm5,9.716275
2021-09-01,coin_rm5,9.716275
2021-10-01,coin_rm5,9.71628
2021-11-01,coin_rm5,9.71628
2021-12-01,coin_rm5,9.71628
2022-01-01,coin_rm5,9.71628
2022-02-01,coin_rm5,9.71628
2022-03-01,coin_rm5,9.71628
2022-04-01,coin_rm5,9.71628
2022-05-01,coin_rm5,9.71628
2022-06-01,coin_rm5,9.71628
2022-07-01,coin_rm5,9.71628
2022-08-01,coin_rm5,9.71628
2022-09-01,coin_rm5,9.71628
2022-10-01,coin_rm5,9.71628
2022-11-01,coin_rm5,9.71628
2022-12-01,coin_rm5,9.71628
2023-01-01,coin_rm5,9.71628
2023-02-01,coin_rm5,9.71628
2023-03-01,coin_rm5,9.71628
2023-04-01,coin_rm5,9.71628
2023-05-01,coin_rm5,9.71628
2023-06-01,coin_rm5,9.71628
2023-07-01,coin_rm5,9.71628
2023-08-01,coin_rm5,9.71628
2023-09-01,coin_rm5,9.71628
2023-10-01,coin_rm5,9.71628
2023-11-01,coin_rm5,9.71628
2023-12-01,coin_rm5,9.71628
2024-01-01,coin_rm5,9.71628
2024-02-01,coin_rm5,9.71628
2024-03-01,coin_rm5,9.71628
2024-04-01,coin_rm5,9.71628
2024-05-01,coin_rm5,9.71628
2024-06-01,coin_rm5,9.71628
2024-07-01,coin_rm5,9.71628
2024-08-01,coin_rm5,9.71628
2020-01-01,coin_others,65.7
2020-02-01,coin_others,65.7
2020-03-01,coin_others,65.7
2020-04-01,coin_others,65.7
2020-05-01,coin_others,65.7
2020-06-01,coin_others,65.7
2020-07-01,coin_others,65.7
2020-08-01,coin_others,65.7
2020-09-01,coin_others,65.7
2020-10-01,coin_others,65.7
2020-11-01,coin_others,65.7
2020-12-01,coin_others,65.7426375
2021-01-01,coin_others,65.7546475
2021-02-01,coin_others,65.7554375
2021-03-01,coin_others,65.7634675
2021-04-01,coin_others,65.7634675
2021-05-01,coin_others,65.7664675
2021-06-01,coin_others,65.7664675
2021-07-01,coin_others,65.7664675
2021-08-01,coin_others,65.7664675
2021-09-01,coin_others,65.7667175
2021-10-01,coin_others,65.7684025
2021-11-01,coin_others,65.7779225
2021-12-01,coin_others,65.7833525
2022-01-01,coin_others,65.8060525
2022-02-01,coin_others,65.8085325
2022-03-01,coin_others,65.8196425
2022-04-01,coin_others,65.8211175
2022-05-01,coin_others,65.8225025
2022-06-01,coin_others,65.8416125
2022-07-01,coin_others,65.8488225
2022-08-01,coin_others,65.8513025
2022-09-01,coin_others,65.8519275
2022-10-01,coin_others,65.8569475
2022-11-01,coin_others,65.8866525
2022-12-01,coin_others,65.9042725
2023-01-01,coin_others,65.9235425
2023-02-01,coin_others,65.9412125
2023-03-01,coin_others,65.9449125
2023-04-01,coin_others,65.9449125
2023-05-01,coin_others,65.9464125
2023-06-01,coin_others,65.9468125
2023-07-01,coin_others,65.9468125
2023-08-01,coin_others,65.9470725
2023-09-01,coin_others,65.9474425
2023-10-01,coin_others,65.9474425
2023-11-01,coin_others,65.9474425
2023-12-01,coin_others,65.9474825
2024-01-01,coin_others,65.9474875
2024-02-01,coin_others,65.9640825
2024-03-01,coin_others,65.9640825
2024-04-01,coin_others,65.9641025
2024-05-01,coin_others,65.9641025
2024-06-01,coin_others,65.9641025
2024-07-01,coin_others,65.9641525
2024-08-01,coin_others,65.9641525
