date,bank,rate,value
1983-01-01,investment,fdr_12mo,0.0
1984-01-01,investment,fdr_12mo,0.0
1985-01-01,investment,fdr_12mo,0.0
1986-01-01,investment,fdr_12mo,0.0
1987-01-01,investment,fdr_12mo,0.0
1988-01-01,investment,fdr_12mo,0.0
1989-01-01,investment,fdr_12mo,5.738
1990-01-01,investment,fdr_12mo,6.385000000000001
1991-01-01,investment,fdr_12mo,7.636666666666667
1992-01-01,investment,fdr_12mo,8.242500000000001
1993-01-01,investment,fdr_12mo,7.5391666666666675
1994-01-01,investment,fdr_12mo,6.4958333333333345
1995-01-01,investment,fdr_12mo,6.185
1996-01-01,investment,fdr_12mo,7.241818181818183
1997-01-01,investment,fdr_12mo,8.097500000000002
1998-01-01,investment,fdr_12mo,11.387500000000001
1999-01-01,investment,fdr_12mo,4.513333333333333
2000-01-01,investment,fdr_12mo,0.0
2001-01-01,investment,fdr_12mo,3.5925000000000002
2002-01-01,investment,fdr_12mo,3.2066666666666666
2003-01-01,investment,fdr_12mo,2.9408333333333334
2004-01-01,investment,fdr_12mo,3.016666666666667
2005-01-01,investment,fdr_12mo,2.9491666666666663
2006-01-01,investment,fdr_12mo,3.749166666666667
2007-01-01,investment,fdr_12mo,3.6225000000000005
2008-01-01,investment,fdr_12mo,3.630833333333334
2009-01-01,investment,fdr_12mo,2.8766666666666665
2010-01-01,investment,fdr_12mo,2.8866666666666667
2011-01-01,investment,fdr_12mo,3.4616666666666673
2012-01-01,investment,fdr_12mo,3.4424999999999994
2013-01-01,investment,fdr_12mo,3.375625
2014-01-01,investment,fdr_12mo,3.488611666666666
2015-01-01,investment,fdr_12mo,3.7665833333333336
2016-01-01,investment,fdr_12mo,3.5473055555555555
2017-01-01,investment,fdr_12mo,3.7048611111111107
2018-01-01,investment,fdr_12mo,3.826547222222221
2019-01-01,investment,fdr_12mo,3.7443408333333337
2020-01-01,investment,fdr_12mo,3.0638293650793647
2021-01-01,investment,fdr_12mo,2.4408807539682535
2022-01-01,investment,fdr_12mo,2.8358531746031748
2023-01-01,investment,fdr_12mo,3.6304166666666666
1980-01-01,investment,alr,0
1981-01-01,investment,alr,0
1982-01-01,investment,alr,0
1983-01-01,investment,alr,0
1984-01-01,investment,alr,11.775
1985-01-01,investment,alr,11.925
1986-01-01,investment,alr,12.199999999999998
1987-01-01,investment,alr,6.766666666666667
1988-01-01,investment,alr,6.558333333333333
1989-01-01,investment,alr,7.878333333333333
1990-01-01,investment,alr,8.641666666666666
1991-01-01,investment,alr,10.039166666666668
1992-01-01,investment,alr,10.767499999999998
1993-01-01,investment,alr,10.136666666666667
1994-01-01,investment,alr,8.159166666666668
1995-01-01,investment,alr,8.8725
1996-01-01,investment,alr,10.6775
1997-01-01,investment,alr,11.806666666666665
1998-01-01,investment,alr,14.613333333333332
1999-01-01,investment,alr,8.823333333333332
2000-01-01,investment,alr,7.29
2001-01-01,investment,alr,7.005
2002-01-01,investment,alr,6.881666666666665
2003-01-01,investment,alr,6.7575
2004-01-01,investment,alr,6.5633333333333335
2005-01-01,investment,alr,6.382499999999999
2006-01-01,investment,alr,7.022500000000001
2007-01-01,investment,alr,6.848333333333333
2008-01-01,investment,alr,7.2225
2009-01-01,investment,alr,7.039999999999999
2010-01-01,investment,alr,7.2124999999999995
2011-01-01,investment,alr,7.074166666666667
2012-01-01,investment,alr,6.985833333333333
2013-01-01,investment,alr,6.599841666666666
2014-01-01,investment,alr,6.490366136363636
2015-01-01,investment,alr,6.8791400000000005
2016-01-01,investment,alr,6.628584537037036
2017-01-01,investment,alr,6.466489814814815
2018-01-01,investment,alr,6.484987037037036
2019-01-01,investment,alr,6.486749629629628
2020-01-01,investment,alr,6.085259999999999
2021-01-01,investment,alr,5.719675
2022-01-01,investment,alr,5.934035925925926
2023-01-01,investment,alr,6.800224166666666
